id,AGE,GENDER,H1,C1,FHD1,FC1,H5,C5,FHD5,FC5,H8,C8,FHD8,FC8,H11,C11,FHD11,FC11,H14,C14,FHD14,FC14,H15,C15,FHD15,FC15,H18,C18,FHD18,FC18,H20,C20,FHD20,FC20
233,20,1,4,3,2,3,5,2,5,1,1,1,1,2,4,3,4,3,4,4,4,4,1,4,5,4,4,4,4,3,1,3,2,3
234,20,2,4,3,3,3,1,2,1,3,1,3,1,2,3,1,4,1,5,2,5,2,2,4,2,4,3,3,3,2,2,4,2,4
238,21,2,4,2,4,2,1,3,1,4,2,2,2,2,4,2,4,2,4,2,4,2,5,4,5,4,4,2,4,2,2,2,2,2
239,20,2,2,3,2,4,1,3,1,4,4,1,4,1,2,1,2,1,5,3,5,1,5,4,5,4,5,4,5,4,2,3,2,4
240,23,1,5,3,5,3,1,3,1,3,2,2,3,1,2,1,2,1,1,2,4,2,5,3,5,3,1,3,1,3,5,1,2,2
241,27,2,4,3,2,3,4,1,1,3,5,3,5,3,3,2,3,2,4,3,4,3,2,3,5,3,4,4,4,4,1,2,2,3
242,20,1,4,1,2,2,1,3,1,4,4,1,2,1,4,1,4,1,4,1,4,4,3,1,5,4,3,4,3,4,4,3,2,1
243,45,AO04,3,1,2,3,2,2,2,2,4,2,4,3,3,3,3,3,4,3,4,3,3,3,3,3,4,3,4,3,4,3,2,3
246,57,2,2,4,2,4,1,4,1,4,1,4,1,4,3,3,3,3,5,4,5,4,5,4,5,4,5,4,5,4,3,4,2,4
250,21,2,4,4,4,4,1,2,1,2,4,3,4,3,5,2,5,2,2,2,2,2,5,4,5,4,4,3,4,3,1,1,1,1
251,59,2,2,3,2,3,1,2,1,3,1,2,1,2,4,2,4,2,5,2,5,2,2,2,5,2,3,2,3,2,1,1,2,2
252,57,2,2,4,2,4,1,4,1,4,4,3,4,2,1,2,1,2,4,2,4,3,2,2,5,4,3,3,3,1,1,2,2,2
254,21,2,4,2,2,2,5,2,1,1,4,3,4,2,5,1,5,1,4,1,4,2,2,1,5,1,5,3,5,3,4,4,4,3
255,53,1,2,3,2,4,1,3,1,4,1,3,1,3,4,1,4,1,1,2,1,2,1,3,1,2,3,2,3,2,2,1,2,3
258,51,1,1,1,2,4,5,1,5,1,4,1,4,1,4,1,4,4,4,4,4,4,2,4,2,3,4,4,4,4,4,1,4,1
259,25,2,3,3,3,3,1,4,1,4,1,2,1,3,3,1,3,1,4,3,4,3,5,3,5,4,3,3,3,3,2,3,2,4
260,58,1,2,4,2,4,2,2,2,2,1,2,1,2,2,1,2,1,2,1,2,1,5,4,5,4,5,4,5,4,2,1,2,2
262,60,2,2,3,2,4,2,2,2,2,5,3,5,3,2,2,2,2,5,2,5,2,5,2,5,3,5,4,5,4,1,2,2,1
263,22,2,4,3,4,3,4,3,4,4,1,3,1,4,5,3,2,3,4,4,4,4,4,1,5,4,5,4,5,2,4,1,2,4
265,20,1,5,1,2,1,4,1,1,2,3,1,3,1,2,1,4,2,4,1,4,1,3,1,5,1,4,1,2,3,4,1,2,1
266,58,2,2,1,2,4,2,1,1,4,2,1,2,2,1,1,1,1,4,1,4,1,2,1,5,4,2,1,2,2,4,1,2,3
267,57,1,2,3,2,4,1,3,1,3,2,2,2,2,4,2,4,2,4,1,4,3,2,2,5,2,4,2,4,1,2,2,2,3
269,20,1,5,1,2,1,1,3,1,3,1,4,1,4,1,1,4,1,4,3,4,3,5,4,5,4,5,4,5,4,2,2,2,3
270,27,1,2,2,2,2,4,2,1,1,2,2,2,1,1,1,1,1,1,1,4,2,5,4,5,3,5,4,5,4,4,3,4,3
271,20,1,4,2,2,3,5,2,1,1,4,3,4,3,3,1,3,4,1,1,1,1,1,3,5,4,4,3,4,2,4,4,2,4
272,19,2,4,3,2,3,4,2,4,2,1,4,1,4,2,1,2,1,1,2,1,3,2,3,5,3,2,2,2,2,4,1,2,2
273,82,2,4,3,4,3,1,3,1,4,1,2,1,2,4,1,4,1,5,4,5,4,5,4,5,4,3,3,3,3,2,3,2,3
275,21,1,5,1,2,2,3,1,1,2,4,2,4,2,4,1,4,2,1,3,4,3,3,2,5,2,3,2,3,2,4,2,2,1
276,21,2,5,2,2,2,1,3,1,4,1,2,1,2,4,1,4,2,3,2,4,2,5,2,5,4,1,1,1,1,1,1,2,3
278,59,2,4,2,4,2,1,4,1,4,4,3,4,2,1,2,1,2,1,1,1,1,5,4,5,4,4,3,4,2,4,2,2,2
279,20,1,1,3,2,4,2,1,1,1,4,2,2,1,2,2,4,3,4,2,4,3,5,3,5,4,4,3,4,2,2,2,2,3
280,60,2,4,1,2,4,4,1,1,3,3,1,2,4,3,2,3,3,1,2,4,4,1,2,5,4,5,4,5,3,1,1,1,4
281,58,1,5,1,2,3,1,3,1,4,4,2,4,3,2,1,4,1,1,2,4,2,5,2,5,3,4,2,2,1,4,1,2,2
282,21,1,2,3,2,4,1,1,1,3,4,2,4,1,5,1,4,1,3,2,3,1,5,3,5,4,2,3,2,3,2,1,2,3
284,20,2,3,3,3,3,1,4,1,4,1,3,1,2,1,2,1,2,1,2,1,3,5,4,5,4,5,4,5,4,2,4,2,4
286,21,2,1,1,2,2,2,2,2,2,2,2,2,2,4,1,4,1,4,2,4,2,3,1,5,2,5,3,5,2,4,2,2,2
287,55,2,4,1,2,4,4,4,4,4,4,1,4,1,2,2,2,4,4,4,4,4,5,4,5,4,5,1,5,1,4,1,2,4
288,18,2,2,1,2,3,4,2,1,1,3,1,1,2,1,1,4,2,4,3,4,3,5,2,5,3,5,3,5,4,5,1,2,2
289,18,AO05,3,4,3,4,5,1,5,1,5,1,5,1,4,4,4,4,4,4,4,4,5,4,5,4,3,4,3,4,1,1,1,1
291,60,2,1,4,1,4,4,2,4,2,1,3,1,2,5,3,5,3,5,4,5,4,3,1,5,2,4,3,4,3,5,1,2,3
292,54,1,4,4,4,3,5,4,1,1,5,4,4,4,4,1,3,1,1,2,4,4,4,3,5,1,4,4,4,3,1,2,2,4
293,60,2,1,4,1,4,3,2,3,2,4,4,4,3,5,4,5,4,1,4,1,2,3,4,3,3,4,4,4,4,2,4,2,1
295,24,2,3,4,3,4,1,2,1,4,4,3,3,4,1,2,1,4,1,4,1,4,5,4,5,4,3,2,3,4,3,2,3,4
297,22,1,3,3,2,3,4,3,1,3,4,3,2,3,1,3,4,2,4,3,4,4,2,2,5,3,2,2,2,4,5,2,2,3
298,18,2,4,1,2,1,4,1,4,2,4,2,4,2,1,1,1,1,4,2,4,3,2,3,2,3,1,2,1,1,1,2,1,2
299,52,1,4,3,4,3,4,1,4,1,1,2,1,2,4,1,4,1,4,4,4,4,3,1,5,3,4,3,4,3,4,1,4,1
301,74,1,4,1,2,2,4,1,4,3,4,2,4,2,4,2,4,2,3,3,3,3,3,2,5,2,4,2,2,2,1,1,2,3
302,16,2,3,2,2,3,4,1,1,1,5,1,2,2,3,2,4,2,3,2,3,1,5,3,5,4,3,3,3,3,4,3,4,3
303,61,1,4,2,4,2,4,3,4,1,1,3,1,3,1,1,1,1,5,1,5,1,5,3,5,4,4,3,4,1,4,1,2,1
308,55,2,5,3,5,4,4,1,1,4,4,4,4,3,2,1,4,1,4,2,4,4,3,2,5,2,1,3,1,4,5,2,2,2
310,20,2,4,3,3,3,1,4,1,4,1,3,1,3,1,2,4,2,1,2,4,3,2,3,5,4,3,1,2,1,1,1,2,2
311,24,1,2,3,2,4,4,2,1,2,4,1,2,1,4,1,4,2,5,3,5,2,5,3,5,4,3,3,3,2,2,1,2,2
312,53,2,4,2,2,2,4,2,4,2,1,3,1,3,4,2,4,3,4,2,4,3,5,4,5,4,5,4,5,4,3,1,2,1
314,53,2,2,2,2,4,1,4,1,4,1,4,1,4,3,4,3,4,5,3,5,3,5,4,5,4,4,3,4,2,2,4,2,4
315,24,2,3,2,3,2,1,3,1,3,5,1,5,1,2,2,2,2,4,3,4,3,4,2,5,2,5,2,5,2,4,2,4,2
317,24,1,4,1,2,2,4,1,1,2,4,1,4,1,1,2,1,2,5,2,5,2,5,3,5,4,3,3,3,3,3,1,2,2
318,34,2,4,3,4,2,3,3,1,2,1,3,2,2,2,2,4,1,1,3,4,2,5,3,5,4,4,3,4,2,3,2,2,3
319,29,1,3,1,2,3,5,1,1,1,1,2,1,2,5,1,4,2,4,2,4,3,3,2,5,2,4,3,4,3,4,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29.46195652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14.37395445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
